chr20	61795	0.000000
chr20	63231	0.001056
chr20	63244	0.001066
chr20	63799	0.001473
chr20	64150	0.001731
chr20	64934	0.002313
chr20	65288	0.002576
chr20	66370	0.003384
chr20	68749	0.020512
chr20	69094	0.023003
chr20	69408	0.025270
chr20	71079	0.037334
chr20	71093	0.037435
chr20	72892	0.050372
chr20	74347	0.057148
chr20	75254	0.060164
chr20	76962	0.061594
chr20	80655	0.063408
chr20	82416	0.064267
chr20	83570	0.064830
chr20	85116	0.065585
chr20	87416	0.066707
chr20	90984	0.068449
chr20	91088	0.068558
chr20	91227	0.068881
chr20	91346	0.069227
chr20	91508	0.069920
chr20	91707	0.070911
chr20	92366	0.074221
chr20	92527	0.074639
chr20	92891	0.074933
chr20	93440	0.075148
chr20	93499	0.075170
chr20	94091	0.075386
chr20	95093	0.075726
chr20	96931	0.076347
chr20	97122	0.076412
chr20	97394	0.076506
chr20	98930	0.077051
chr20	100272	0.077551
chr20	100505	0.077625
chr20	100699	0.077670
chr20	101362	0.077747
chr20	101905	0.077791
chr20	102181	0.077809
chr20	102799	0.077841
chr20	103517	0.077875
chr20	107201	0.078050
chr20	108187	0.078097
chr20	108328	0.078106
chr20	109272	0.078184
chr20	109377	0.078197
chr20	121976	0.080107
chr20	122508	0.080187
chr20	124302	0.080460
chr20	124412	0.080488
chr20	124998	0.081002
chr20	125121	0.081119
chr20	125538	0.081557
chr20	126529	0.091697
chr20	126600	0.092453
chr20	126614	0.092594
chr20	126678	0.093139
chr20	126760	0.093704
chr20	126923	0.093834
chr20	127194	0.094034
chr20	127720	0.094420
chr20	127952	0.094590
chr20	128713	0.095148
chr20	129013	0.095371
chr20	129063	0.095407
chr20	129613	0.095809
chr20	129635	0.095819
chr20	129864	0.095925
chr20	131362	0.096453
chr20	131495	0.096500
chr20	131657	0.096557
chr20	132775	0.096954
chr20	133158	0.097151
chr20	133900	0.097539
chr20	134017	0.097685
chr20	134476	0.100190
chr20	134539	0.100517
chr20	134643	0.100962
chr20	134844	0.101823
chr20	134931	0.101916
chr20	135488	0.102407
chr20	135897	0.102574
chr20	136025	0.102627
chr20	136374	0.103000
chr20	136454	0.103018
chr20	136568	0.103042
chr20	136721	0.103074
chr20	137310	0.103200
chr20	137454	0.103231
chr20	137900	0.103327
chr20	137933	0.103334
chr20	138004	0.103349
chr20	138125	0.103376
chr20	138148	0.103381
chr20	138460	0.103450
chr20	138555	0.103471
chr20	138620	0.103486
chr20	139154	0.103604
chr20	139173	0.103609
chr20	139409	0.103661
chr20	139419	0.103663
chr20	139456	0.103672
chr20	139576	0.103698
chr20	139745	0.103736
chr20	139841	0.103754
chr20	140086	0.103791
chr20	140171	0.103803
chr20	140280	0.103817
chr20	140505	0.103844
chr20	140506	0.103844
chr20	140695	0.103867
chr20	143723	0.104233
chr20	143754	0.104236
chr20	143918	0.104264
chr20	144382	0.104579
chr20	144551	0.105681
chr20	144570	0.105771
chr20	144899	0.106740
chr20	145413	0.106848
chr20	145853	0.106941
chr20	146951	0.107172
chr20	146995	0.107182
chr20	147685	0.107337
chr20	148084	0.107430
chr20	149407	0.107742
chr20	149975	0.107888
chr20	151330	0.108241
chr20	153267	0.108812
chr20	157157	0.109731
chr20	157746	0.109925
chr20	160533	0.110741
chr20	161502	0.110859
chr20	161736	0.110888
chr20	162683	0.111007
chr20	164083	0.111180
chr20	164284	0.111203
chr20	164436	0.111221
chr20	165802	0.111377
chr20	165832	0.111380
chr20	166163	0.111418
chr20	166188	0.111421
chr20	167900	0.111616
chr20	168020	0.111631
chr20	168241	0.111660
chr20	168466	0.111691
chr20	168728	0.111729
chr20	169701	0.111884
chr20	169995	0.111944
chr20	170589	0.112217
chr20	170642	0.112241
chr20	170814	0.112287
chr20	170940	0.112321
chr20	171189	0.112388
chr20	171822	0.112558
chr20	171839	0.112563
chr20	172741	0.112808
chr20	172799	0.112830
chr20	173928	0.113332
chr20	176618	0.130743
chr20	177225	0.134672
chr20	178856	0.135700
chr20	180188	0.136340
chr20	181638	0.137030
chr20	181967	0.137186
chr20	182013	0.137208
chr20	182886	0.137621
chr20	183222	0.137779
chr20	185844	0.139008
chr20	185926	0.139047
chr20	186405	0.139278
chr20	188030	0.140066
chr20	188107	0.140104
chr20	188318	0.140206
chr20	189520	0.140790
chr20	191797	0.141897
chr20	191809	0.141923
chr20	192069	0.142928
chr20	193321	0.148337
chr20	194282	0.152368
chr20	194527	0.153181
chr20	195171	0.154005
chr20	197162	0.154748
chr20	197675	0.154939
chr20	197804	0.154987
chr20	200142	0.155851
